Knowledge ID	Chinese Question	English Question	Chinese Answer	English Answer	Chinese Explanation	English Explanation	Category	Subcategory	Era	Region	Difficulty	Source	Source Date	Fact Checked	Tags
hist-tang-052	唐朝主要首都长安对应今天的哪座城市？	Which modern city occupies the area of the Tang capital Chang'an?	西安。	Xi'an.	长安是当时世界上规模最大、国际性最强的城市之一。	Chang'an was one of the largest and most cosmopolitan cities of its time.	history	tang	tang	shaanxi	foundation	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::location
hist-tang-053	唐代长安的国际性体现在哪里？	How was the cosmopolitan character of Tang Chang'an expressed?	来自中亚及更远地区的商人、使节、宗教和艺术汇聚于此。	Merchants, envoys, religions, and arts arrived from Central Asia and beyond.	陆路交通把帝国首都与欧亚多地连接，城市中存在多种语言和信仰群体。	Overland routes connected the capital to much of Eurasia, bringing communities with varied languages and faiths.	history	tang	tang	chang_an	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-tang-054	科举制在隋唐时期的主要制度意义是什么？	What was the main institutional significance of the civil-service examinations in Sui and Tang?	它扩大了通过考试选拔官员的作用。	They expanded the role of examinations in selecting officials.	门第仍然重要，但考试逐渐为中央国家提供共同的经典教育标准。	Family status remained important, but examinations increasingly gave the central state a common classical educational standard.	history	institutions	sui_tang	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-tang-055	佛教在唐代社会中扮演了什么角色？	What role did Buddhism play in Tang society?	它是重要的宗教、思想、艺术和慈善力量。	It was a major religious, intellectual, artistic, and charitable force.	寺院网络、翻译和朝圣把中国与印度及中亚佛教世界联系起来。	Monastic networks, translation, and pilgrimage linked China with Buddhist worlds in India and Central Asia.	history	religious_history	tang	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-tang-056	安史之乱对唐朝造成了什么长期影响？	What long-term effect did the An Lushan Rebellion have on Tang?	它严重削弱中央财政、军力和对地方的控制。	It gravely weakened central finances, military power, and control over the provinces.	唐朝在平乱后仍延续很久，但地方军镇和宫廷力量更难控制。	Tang survived for a long time afterward, but regional military governors and court factions became harder to control.	history	tang	tang	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::cause
hist-division-057	唐朝灭亡后、宋朝建立前的分裂期通常叫什么？	What is the divided era between Tang's fall and Song's founding usually called?	五代十国时期。	The Five Dynasties and Ten Kingdoms period.	北方王朝更替频繁，南方则有多个区域政权并存。	Dynasties changed rapidly in the north while several regional kingdoms coexisted in the south.	history	period_of_division	five_dynasties_ten_kingdoms	china	foundation	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::chronology
hist-song-058	宋朝在政治上如何限制武将势力？	How did the Song state seek to limit the power of military commanders?	加强文官政府并把军权置于中央控制下。	It strengthened civil government and placed military authority under central control.	这种政策减少了军阀割据风险，但也形成复杂的军事指挥问题。	The policy reduced the risk of warlord separatism but created complicated military command problems.	history	song	song	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::comparison
hist-song-059	宋代经济为什么常被视为高度商业化？	Why is the Song economy often described as highly commercialized?	城市、市场、货币、长途贸易和专业生产显著发展。	Cities, markets, money use, long-distance trade, and specialized production expanded markedly.	人口和经济重心继续向南移动，江南成为重要的农业和商业核心。	The demographic and economic centre continued shifting southward, making Jiangnan a major agricultural and commercial core.	history	song	song	china	intermediate	MET_CHINA_MEDIEVAL;LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-song-060	印刷术在宋代知识传播中有什么作用？	What role did printing play in the spread of knowledge during Song?	它降低书籍复制成本并扩大经典、考试书和实用文本的流通。	It reduced the cost of reproducing books and widened circulation of classics, examination texts, and practical works.	雕版印刷已经成熟，活字印刷也在宋代出现。	Woodblock printing was mature, and movable type also appeared during Song.	history	technology_history	song	china	foundation	MET_CHINA_MEDIEVAL	2026-08-06	2026-08-06	qtype::significance
hist-song-061	宋代“新儒学”主要试图做什么？	What did Song Neo-Confucianism chiefly seek to do?	重新解释儒家经典，并建立系统的道德和宇宙论。	To reinterpret Confucian classics and build a systematic moral and cosmological philosophy.	朱熹的解释后来深刻影响教育、科举和东亚思想。	Zhu Xi's interpretations later strongly influenced education, examinations, and thought across East Asia.	history	intellectual_history	song	china	intermediate	SEP_CONFUCIUS;MET_CHINA_MEDIEVAL	2026-08-06	2026-08-06	qtype::significance
hist-song-062	北宋与南宋的分界是什么？	What marks the division between Northern and Southern Song?	金军攻占北宋首都后，宋廷南迁。	After Jin forces captured the Northern Song capital, the Song court moved south.	南宋以杭州为中心，统治中国南部，同时与金长期对峙。	Southern Song ruled from Hangzhou over southern China while confronting Jin in the north.	history	song	southern_song	china	foundation	MET_CHINA_MEDIEVAL	2026-08-06	2026-08-06	qtype::chronology
hist-yuan-063	哪个王朝由蒙古统治者建立并统一中国？	Which dynasty was founded by Mongol rulers and unified China?	元朝。	The Yuan dynasty.	忽必烈采用“元”为国号，并以大都为统治中心。	Khubilai Khan adopted Yuan as the dynastic name and ruled from Dadu.	history	yuan	yuan	china	foundation	MET_CHINA_MEDIEVAL	2026-08-06	2026-08-06	qtype::direct
hist-yuan-064	元代大都对应今天的哪座城市？	Which modern city occupies the site of Yuan Dadu?	北京。	Beijing.	元代把北京地区建设为统一帝国的首都，影响后来的明清都城格局。	Yuan developed the Beijing area as the capital of a unified empire, shaping the later Ming and Qing capital.	history	yuan	yuan	beijing	foundation	MET_CHINA_MEDIEVAL	2026-08-06	2026-08-06	qtype::location
hist-ming-065	明朝是如何取代元朝的？	How did the Ming replace the Yuan?	朱元璋领导的起义力量击败元朝，1368年建立明朝。	Rebel forces led by Zhu Yuanzhang defeated Yuan, and he founded Ming in 1368.	朱元璋即洪武帝，从南京建立新的中央政权。	Zhu Yuanzhang, the Hongwu Emperor, established the new central state from Nanjing.	history	ming	ming	china	foundation	MET_CHINA_MEDIEVAL	2026-08-06	2026-08-06	qtype::chronology
hist-ming-066	郑和下西洋的主要历史意义是什么？	What is the main historical significance of Zheng He's voyages?	它们展示了明朝早期的大型远洋航海和外交能力。	They demonstrated early Ming capacity for large-scale oceanic navigation and diplomacy.	船队到达东南亚、南亚、阿拉伯海和东非沿岸，与各地政权交换使节和礼物。	The fleets reached Southeast Asia, South Asia, the Arabian Sea, and East Africa, exchanging envoys and gifts with local rulers.	history	ming	ming	indian_ocean	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-ming-067	明成祖为什么把首都迁到北京？	Why did the Yongle Emperor move the Ming capital to Beijing?	为了靠近其政治军事基础并加强北方边防。	To be near his political-military base and strengthen the northern frontier.	北京的宫城后来成为紫禁城，是明清中央政治的象征。	The palace complex became the Forbidden City, a symbol of central government under Ming and Qing.	history	ming	ming	beijing	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::cause
hist-ming-068	今天保存的大量长城墙体主要形成于哪个朝代？	During which dynasty were many of the surviving Great Wall structures built?	明朝。	The Ming dynasty.	明代使用砖石加强北方防线，并设置关隘、烽火台和驻军体系。	Ming strengthened northern defences with brick and stone walls, passes, beacon towers, and garrisons.	history	ming	ming	northern_china	foundation	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::direct
hist-ming-069	白银为何在明代经济中越来越重要？	Why did silver become increasingly important in the Ming economy?	税收和大额交易越来越以白银计算和支付。	Taxes and large transactions were increasingly assessed and paid in silver.	中国商品出口与全球白银流动相连，使明代经济深度参与早期全球贸易。	Chinese exports and global silver flows linked the Ming economy closely to early global trade.	history	economic_history	ming	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-qing-070	清朝由哪个民族政治集团建立？	Which ethnopolitical group founded the Qing dynasty?	满洲人。	The Manchus.	满洲统治者先在东北建立后金，后改国号为清，并于1644年进入北京。	Manchu rulers first established Later Jin in the northeast, renamed it Qing, and entered Beijing in 1644.	history	qing	qing	northeast_china	foundation	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::direct
hist-qing-071	清朝为什么常被描述为多民族帝国？	Why is the Qing often described as a multiethnic empire?	它统治汉地、满洲、蒙古、新疆、西藏等具有不同政治文化传统的区域。	It ruled regions with distinct political and cultural traditions, including China proper, Manchuria, Mongolia, Xinjiang, and Tibet.	清廷在不同地区使用不完全相同的制度、语言和联盟方式。	The Qing court used differing institutions, languages, and alliance systems across these regions.	history	qing	qing	china	advanced	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-qing-072	康熙、雍正、乾隆三朝常被合称为什么时期？	What period is commonly associated with the reigns of Kangxi, Yongzheng, and Qianlong?	清朝的“康雍乾盛世”或高峰时期。	The High Qing era, often called the Kangxi–Yongzheng–Qianlong flourishing age.	这一时期国家版图、人口、财政和文化工程都有显著发展，但后期压力也逐渐积累。	The era saw major growth in territory, population, revenue, and cultural projects, while pressures accumulated in its later decades.	history	qing	high_qing	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::chronology
hist-qing-073	科举制度在明清国家中的核心功能是什么？	What was the core function of the examination system in Ming and Qing government?	按照经典知识和文章能力选拔文官。	To select civil officials through classical learning and essay performance.	考试不能消除家庭和财富优势，但为全国官僚提供共同的教育文化。	The exams did not erase advantages of family and wealth, but they provided a shared educational culture for the bureaucracy.	history	institutions	ming_qing	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-qing-074	清代人口大幅增长带来了什么双重影响？	What two-sided effect did major population growth have under Qing?	它扩大生产和市场，也增加土地与资源压力。	It expanded production and markets while increasing pressure on land and resources.	新作物、垦殖和商业支持更多人口，但人均土地减少使部分地区更脆弱。	New crops, cultivation, and commerce supported more people, while declining land per person made some regions more vulnerable.	history	economic_history	qing	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::cause
hist-qing-075	十九世纪初清朝面临哪些相互关联的压力？	Which connected pressures confronted Qing in the early nineteenth century?	人口资源紧张、财政与治理问题、内部反抗和外国扩张。	Population-resource strain, fiscal and governance problems, internal rebellion, and foreign expansion.	这些压力并非单一原因，而是共同削弱了王朝应对危机的能力。	No single factor explains the crisis; together they weakened the dynasty's ability to respond.	history	qing	late_qing	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::classification
hist-modern-076	第一次鸦片战争的主要结果之一是什么？	What was one major result of the First Opium War?	清朝战败并签订《南京条约》，开放通商口岸并割让香港岛。	Qing defeat led to the Treaty of Nanjing, treaty ports, and the cession of Hong Kong Island.	战争显示清朝军事和外交体系面对英国工业与海军力量时的弱势。	The war exposed Qing military and diplomatic weakness in confronting British industrial and naval power.	history	foreign_relations	late_qing	coastal_china	foundation	MET_CHINA_MODERN;STATE_1911	2026-08-06	2026-08-06	qtype::significance
hist-modern-077	“条约口岸”在晚清历史中指什么？	What were “treaty ports” in late Qing history?	依据对外条约开放外国贸易和居留的中国港口城市。	Chinese port cities opened to foreign trade and residence under treaties.	口岸促进商业和新思想流动，也形成外国特权和主权受限的问题。	The ports encouraged commerce and new ideas while also creating foreign privileges and restrictions on Chinese sovereignty.	history	foreign_relations	late_qing	coastal_china	intermediate	MET_CHINA_MODERN;STATE_1911	2026-08-06	2026-08-06	qtype::identification
hist-modern-078	太平天国运动为什么是十九世纪中国的重大危机？	Why was the Taiping movement a major nineteenth-century crisis in China?	它引发了持续多年的大规模内战并重创长江中下游。	It caused a prolonged, massive civil war and devastated the middle and lower Yangtze region.	运动带有独特宗教和社会改革主张，最终由清军及地方武装镇压。	The movement combined distinctive religious and social reform claims and was eventually defeated by Qing and regional forces.	history	rebellions	late_qing	yangtze_basin	intermediate	MET_CHINA_MODERN;LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-modern-079	洋务运动的基本目标是什么？	What was the basic aim of the Self-Strengthening Movement?	学习外国军事和工业技术以加强清朝国家实力。	To strengthen the Qing state by adopting foreign military and industrial technology.	官员建立兵工厂、船厂、学校和新企业，但政治和制度改革有限且不一致。	Officials founded arsenals, shipyards, schools, and new enterprises, but political and institutional reform remained limited and uneven.	history	reform_movements	late_qing	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-modern-080	甲午战争的失败对清朝有什么重要影响？	What major effect did defeat in the First Sino-Japanese War have on Qing China?	它暴露改革不足并加速更激进的政治和制度改革要求。	It exposed the limits of reform and accelerated demands for more radical political and institutional change.	1895年的战败改变东亚力量格局，也加深中国的民族危机感。	The 1895 defeat shifted the East Asian balance of power and deepened China's sense of national crisis.	history	foreign_relations	late_qing	east_asia	intermediate	STATE_1911;LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::cause
hist-modern-081	义和团运动及其后果怎样进一步削弱清朝？	How did the Boxer movement and its aftermath further weaken Qing?	排外冲突引来多国军事干预和沉重赔款。	Anti-foreign violence brought multinational military intervention and heavy indemnities.	1900年前后的危机进一步损害清廷威信，并推动晚清新政。	The crisis around 1900 further damaged Qing legitimacy and helped prompt the Late Qing New Policies.	history	rebellions	late_qing	north_china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::cause
hist-modern-082	1911年辛亥革命最主要的政治结果是什么？	What was the main political result of the 1911 Revolution?	清朝灭亡，中华民国建立，帝制结束。	The Qing fell, the Republic of China was founded, and imperial rule ended.	革命从武昌起义扩大，但新共和国很快面临权力分散和军政竞争。	The revolution spread from the Wuchang uprising, but the new republic soon faced fragmented power and military rivalry.	history	revolution	republican_era	china	foundation	STATE_1911	2026-08-06	2026-08-06	qtype::significance
hist-modern-083	“军阀时期”为什么出现在民国初年？	Why did the warlord era emerge in the early Republic?	中央权力薄弱，各地军事首领控制军队和财政。	Central authority was weak, and regional military leaders controlled armies and finances.	帝制结束并未立即建立稳定统一的共和国家。	The end of empire did not immediately create a stable, unified republican state.	history	republican_era	warlord_era	china	intermediate	STATE_1911;LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::cause
hist-modern-084	五四运动通常与哪些核心诉求有关？	Which core concerns are associated with the May Fourth Movement?	反对帝国主义安排、民族救亡以及文化和政治改革。	Opposition to imperialist settlements, national renewal, and cultural and political reform.	1919年的学生抗议扩大为思想文化运动，推动白话文、新文化和多种政治思想传播。	Student protests in 1919 broadened into an intellectual movement promoting vernacular writing, New Culture, and diverse political ideas.	history	intellectual_history	republican_era	china	intermediate	MET_CHINA_MODERN;LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-modern-085	国民党北伐的主要目标是什么？	What was the main objective of the Nationalist Northern Expedition?	击败主要军阀并在国民政府下重新统一中国。	To defeat major warlords and reunify China under the Nationalist government.	北伐取得重要军事成果，但国家统一仍不完整，国共关系也迅速破裂。	The expedition achieved major military gains, but unity remained incomplete and Nationalist–Communist relations soon broke down.	history	republican_era	nationalist_era	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-modern-086	中国抗日战争在中国现代史中的核心意义是什么？	What is the central significance of the War of Resistance against Japan in modern Chinese history?	它是抵抗日本全面侵华的长期战争，造成巨大伤亡并重塑国内政治。	It was the prolonged war against Japan's full-scale invasion, causing immense losses and reshaping domestic politics.	1937年后国民政府与共产党在共同抗敌的同时仍保持深刻竞争。	After 1937, the Nationalist government and Communist forces resisted Japan while remaining profound political rivals.	history	war_of_resistance	republican_era	china	foundation	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-modern-087	中华人民共和国何时成立？	When was the People's Republic of China founded?	1949年10月1日。	1949-10-01.	共产党在内战中取得大陆胜利后，于北京宣布成立新国家；中华民国政府迁往台湾。	After Communist victory on the mainland in the civil war, the new state was proclaimed in Beijing; the Republic of China government moved to Taiwan.	history	prc_foundation	prc	china	foundation	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::chronology
hist-modern-088	“大跃进”主要试图实现什么，又造成了什么后果？	What did the Great Leap Forward seek to achieve, and what followed?	它试图通过人民公社和群众动员迅速提高工农业生产，却导致严重经济混乱和大饥荒。	It sought rapid industrial and agricultural growth through communes and mass mobilization but led to severe disruption and famine.	政策目标、虚报产量、强制征购和自然条件等因素共同造成灾难性后果。	Policy design, inflated reporting, compulsory procurement, and environmental conditions combined in catastrophic results.	history	prc_history	prc	china	intermediate	LOC_CHINA_STUDY;MET_CHINA_MODERN	2026-08-06	2026-08-06	qtype::cause
hist-modern-089	“文化大革命”对中国社会造成了什么广泛影响？	What broad effects did the Cultural Revolution have on Chinese society?	它造成政治迫害、教育中断、机构失序和文化破坏。	It caused political persecution, disrupted education, disordered institutions, and damaged cultural heritage.	这场运动从1966年持续到1976年，其经历和责任评价在中国当代史中极为重要。	The movement lasted from 1966 to 1976, and understanding its experience and responsibility is central to contemporary Chinese history.	history	prc_history	prc	china	intermediate	LOC_CHINA_STUDY;MET_CHINA_MODERN	2026-08-06	2026-08-06	qtype::significance
hist-modern-090	“改革开放”通常指什么历史转向？	What historical shift does “Reform and Opening Up” refer to?	从1978年前后开始的经济改革、对外开放和政策试验。	The economic reforms, external opening, and policy experimentation beginning around 1978.	改革先在农业和部分地方试点，随后扩大到企业、价格、外贸、投资和城市发展。	Reform began with agriculture and local experiments, then broadened to enterprises, prices, trade, investment, and urban development.	history	reform_opening	reform_era	china	foundation	WB_CHINA_OVERVIEW;IMF_REFORM	2026-08-06	2026-08-06	qtype::significance
gov-party-001	中国共产党在中国政治体制中的基本地位是什么？	What is the basic position of the Communist Party of China in China's political system?	它是执政党，并在国家政治方向和主要机构中发挥领导作用。	It is the ruling party and exercises leadership over the state's political direction and major institutions.	理解中国公共生活需要同时区分党的机构与国家机构，也要理解两者紧密联系。	Understanding Chinese public life requires distinguishing Party from state institutions while recognizing their close connection.	government	party_institutions	contemporary	china	foundation	NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::direct
gov-party-002	“党国体制”这个概念通常强调什么？	What does the term “party-state” usually emphasize?	共产党领导体系与国家机构体系相互连接。	That Communist Party leadership structures and state institutions are interconnected.	党和国家有不同的组织名称、职能和程序，但关键政策与干部体系存在制度性联系。	Party and state have distinct organizations, functions, and procedures, but key policy and personnel systems are institutionally linked.	government	party_state	contemporary	china	intermediate	NPC_CONSTITUTION;NPC_STATE_STRUCTURE	2026-08-06	2026-08-06	qtype::identification
gov-party-003	中国共产党全国代表大会的主要作用是什么？	What is the main role of the National Congress of the Communist Party of China?	确定党的重要路线并选举中央委员会。	To set major Party directions and elect the Central Committee.	党代会是党的最高层级定期会议，不应与全国人民代表大会混淆。	It is the Party's highest-level periodic congress and should not be confused with the National People's Congress.	government	party_institutions	contemporary	china	intermediate	NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::comparison
gov-party-004	中国共产党中央委员会在党内组织中处于什么位置？	Where does the CPC Central Committee sit in the Party's organization?	它是全国代表大会闭会期间的重要中央领导机构。	It is a principal central leading body between sessions of the Party congress.	中央委员会选举政治局等机构，并把党代会决定转化为持续的领导工作。	It elects bodies including the Politburo and carries congress decisions into continuing leadership work.	government	party_institutions	contemporary	china	intermediate	NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::function
gov-party-005	中共中央政治局的基本职能是什么？	What is the basic function of the CPC Politburo?	讨论和决定党的重大政策与领导事务。	To deliberate and decide major Party policy and leadership matters.	政治局及其常务委员会是理解高层政策协调的重要机构。	The Politburo and its Standing Committee are important for understanding top-level policy coordination.	government	party_institutions	contemporary	china	intermediate	NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::function
gov-party-006	中共中央总书记是怎样一种职务？	What kind of office is the General Secretary of the CPC Central Committee?	中国共产党的最高领导职务。	The top leadership office of the Communist Party of China.	这是党的职务，与国家主席这一国家职务在制度上不同，尽管同一人可能兼任。	It is a Party office, institutionally distinct from the state office of president even when held by the same person.	government	party_institutions	contemporary	china	foundation	NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::comparison
gov-npc-007	全国人民代表大会是什么？	What is the National People's Congress?	中国宪法规定的最高国家权力机关。	The highest organ of state power under China's Constitution.	全国人大审议法律、国家预算、发展计划和重要国家人事事项。	The NPC considers legislation, the state budget, development plans, and major state appointments.	government	state_institutions	contemporary	china	foundation	NPC_STATE_STRUCTURE;NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::direct
gov-npc-008	全国人大常委会的主要作用是什么？	What is the main role of the NPC Standing Committee?	在全国人大闭会期间行使经常性的立法和监督职权。	To exercise continuing legislative and oversight powers when the full NPC is not in session.	常委会解释法律、制定和修改许多法律，并监督国务院等国家机关。	It interprets laws, enacts and amends many laws, and oversees state bodies including the State Council.	government	state_institutions	contemporary	china	foundation	NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::function
gov-npc-009	修改中国宪法需要哪个机关通过？	Which body must approve amendments to China's Constitution?	全国人民代表大会。	The National People's Congress.	宪法规定修正案须由全国人大常委会或五分之一以上代表提出，并由全体代表三分之二以上通过。	The Constitution requires proposal by the Standing Committee or at least one-fifth of deputies and approval by at least two-thirds of all NPC deputies.	government	state_institutions	contemporary	china	intermediate	NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::direct
gov-npc-010	全国人大代表主要来自哪些选举单位？	From which electoral units do NPC deputies chiefly come?	省、自治区、直辖市、特别行政区和军队等选举单位。	Provinces, autonomous regions, municipalities, special administrative regions, the armed forces, and other electoral units.	全国人大代表不是由全国选民直接统一投票产生，而是通过法定的多层选举体系产生。	NPC deputies are not chosen in a single direct nationwide popular vote but through the legally defined multi-level electoral system.	government	state_institutions	contemporary	china	intermediate	NPC_STATE_STRUCTURE;NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::classification
gov-council-011	国务院是什么？	What is the State Council?	中国最高国家行政机关，也称中央人民政府。	China's highest state administrative organ, also called the Central People's Government.	国务院负责全国行政工作，制定行政法规并领导各部委和地方行政机关。	It directs national administration, issues administrative regulations, and leads ministries and local administrative organs.	government	state_institutions	contemporary	china	foundation	NPC_CONSTITUTION;NPC_STATE_STRUCTURE	2026-08-06	2026-08-06	qtype::direct
gov-council-012	国务院总理的基本职责是什么？	What is the basic responsibility of the premier of the State Council?	领导国务院工作。	To direct the work of the State Council.	总理主持国务院常务会议和全体会议，协调国家行政部门。	The premier presides over State Council executive and plenary meetings and coordinates state administration.	government	state_institutions	contemporary	china	foundation	NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::function
gov-president-013	中国国家主席这一职务的宪法职能包括什么？	What constitutional functions belong to the office of China's president?	根据全国人大及其常委会的决定公布法律、任免国家人员并处理国事活动。	To promulgate laws, appoint or remove state officials, and conduct state affairs pursuant to NPC or Standing Committee decisions.	国家主席是国家职务，具体职权由宪法规定，不应简单等同于所有行政权力。	The presidency is a state office with constitutionally defined powers and should not be treated as identical to all executive authority.	government	state_institutions	contemporary	china	intermediate	NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::function
gov-cmc-014	中央军事委员会的国家职能是什么？	What is the state function of the Central Military Commission?	领导全国武装力量。	To lead the country's armed forces.	宪法规定中央军委实行主席负责制。	The Constitution provides for a chairperson responsibility system in the CMC.	government	state_institutions	contemporary	china	foundation	NPC_CONSTITUTION;NPC_STATE_STRUCTURE	2026-08-06	2026-08-06	qtype::function
gov-supervision-015	国家监察委员会主要监督哪类问题？	What kind of matters does the National Commission of Supervision chiefly oversee?	公职人员依法履职、廉洁用权和职务违法犯罪问题。	The lawful and honest performance of public officials and duty-related violations or crimes.	监察委员会属于国家监察体系，与党的纪律检查体系在反腐工作中有密切联系。	The commission belongs to the state supervision system and works closely with the Party discipline-inspection system in anti-corruption work.	government	state_institutions	contemporary	china	intermediate	NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::function
gov-courts-016	人民法院在中国国家机构中承担什么职能？	What function do people's courts perform in China's state structure?	依法行使审判权。	They exercise adjudicatory power according to law.	最高人民法院是最高审判机关，地方设有不同层级的人民法院。	The Supreme People's Court is the highest adjudicatory organ, with people's courts at different local levels.	government	legal_institutions	contemporary	china	foundation	NPC_CONSTITUTION;NPC_STATE_STRUCTURE	2026-08-06	2026-08-06	qtype::function
gov-procuratorate-017	人民检察院的基本职能是什么？	What is the basic function of people's procuratorates?	依法行使检察权，包括公诉和法律监督等职能。	They exercise procuratorial power, including public prosecution and legal supervision.	最高人民检察院是最高检察机关。	The Supreme People's Procuratorate is the highest procuratorial organ.	government	legal_institutions	contemporary	china	intermediate	NPC_CONSTITUTION;NPC_STATE_STRUCTURE	2026-08-06	2026-08-06	qtype::function
gov-cppcc-018	中国人民政治协商会议的主要作用是什么？	What is the principal role of the Chinese People's Political Consultative Conference?	政治协商、民主监督和参政议政。	Political consultation, democratic supervision, and participation in deliberating state affairs.	政协不是国家立法机关，而是统一战线和协商政治的重要平台。	The CPPCC is not a legislature; it is an important platform for the united front and consultative politics.	government	consultative_institutions	contemporary	china	intermediate	NPC_STATE_STRUCTURE	2026-08-06	2026-08-06	qtype::comparison
gov-principle-019	中国宪法中的“民主集中制”原则大意是什么？	What broadly does the constitutional principle of “democratic centralism” mean?	国家机关通过代表和讨论形成决定，同时实行统一领导和执行。	State organs form decisions through representation and deliberation while maintaining unified leadership and implementation.	这一原则用于解释人民代表大会与行政、监察、审判、检察机关之间的组织关系。	The principle helps explain the organizational relationship between people's congresses and administrative, supervisory, judicial, and procuratorial bodies.	government	constitutional_principles	contemporary	china	advanced	NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::significance
gov-plan-020	一个“五年规划”覆盖多长时间？	How long does a Five-Year Plan cover?	五年。	Five years.	五年规划设定国家经济社会发展的中期目标和政策重点，但并不等于逐项固定所有经济活动。	A Five-Year Plan sets medium-term development goals and policy priorities but does not mechanically fix every economic activity.	government	planning	contemporary	china	foundation	NPC_CONSTITUTION;NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::direct
gov-levels-021	中国地方行政通常按哪些主要层级理解？	Which main levels are commonly used to understand local administration in China?	省级、地级、县级和乡级。	Provincial, prefectural, county, and township levels.	具体地区可能有不同名称和结构，但这四级框架有助于阅读地方政府新闻。	Names and arrangements vary, but this four-level framework is useful for reading about local government.	government	local_government	contemporary	china	foundation	GOV_LOCAL_GOVERNMENT;GOV_ADMIN	2026-08-06	2026-08-06	qtype::classification
gov-province-022	省级政府在地方治理中处于什么位置？	Where does a provincial government sit in local governance?	它是中央政府之下最高层级的地方行政机关。	It is the highest level of local administration below the central government.	省、自治区和直辖市都属于省级层次，但制度名称和具体特点不同。	Provinces, autonomous regions, and municipalities all occupy the provincial level, though their names and specific arrangements differ.	government	local_government	contemporary	china	foundation	GOV_LOCAL_GOVERNMENT;GOV_ADMIN	2026-08-06	2026-08-06	qtype::function
gov-prefecture-023	“地级市”在行政层级上通常位于哪里？	Where does a prefecture-level city usually sit in the administrative hierarchy?	省级之下、县级之上。	Below the provincial level and above the county level.	地级市通常管辖市辖区以及若干县或县级市，其行政范围常大于连续城市建成区。	It usually administers urban districts plus counties or county-level cities, so its territory often exceeds the continuous built-up city.	government	local_government	contemporary	china	intermediate	GOV_ADMIN	2026-08-06	2026-08-06	qtype::classification
gov-county-024	县级行政区为什么是理解基层治理的重要层次？	Why is the county level important for understanding grassroots governance?	许多公共服务、财政执行和城乡管理在县级组织。	Many public services, budget implementation, and urban-rural administration are organized at county level.	县、县级市和市辖区都可属于县级层次。	Counties, county-level cities, and urban districts may all occupy the county level.	government	local_government	contemporary	china	intermediate	GOV_LOCAL_GOVERNMENT	2026-08-06	2026-08-06	qtype::significance
